Year, Week, Age Group,A (H1),A (Unable to Subtype),A (H3),A (H1N1)pdm09,A (Subtyping not Performed),B (Victoria Lineage),B (Yamagata Lineage),B (Lineage Unspecified),H3N2v
2003,52,65+ yr,0,0,50,0,38,0,0,0,0
2003,53,65+ yr,0,0,57,0,47,0,0,0,0
2004,1,65+ yr,0,0,32,0,44,0,0,0,0
2004,2,65+ yr,0,0,15,0,19,0,0,0,0
2004,3,65+ yr,0,0,7,0,9,0,0,0,0
2004,4,65+ yr,0,0,6,0,3,0,0,0,0
2004,5,65+ yr,0,0,12,0,1,0,0,0,0
2004,6,65+ yr,0,0,7,0,1,0,0,0,0
2004,7,65+ yr,0,0,7,0,1,0,0,3,0
2004,8,65+ yr,0,0,3,0,0,0,0,0,0
2004,9,65+ yr,0,0,0,0,0,0,0,0,0
2004,10,65+ yr,0,0,0,0,0,0,0,0,0
2004,11,65+ yr,0,0,0,0,0,0,0,0,0
2004,12,65+ yr,0,0,1,0,0,0,0,7,0
2004,13,65+ yr,0,0,1,0,0,0,0,2,0
2004,14,65+ yr,0,0,0,0,0,0,0,2,0
2004,15,65+ yr,0,0,0,0,0,0,0,3,0
2004,16,65+ yr,0,0,1,0,0,0,0,0,0
2004,17,65+ yr,0,0,0,0,0,0,0,0,0
2004,18,65+ yr,0,0,0,0,0,0,0,1,0
2004,19,65+ yr,0,0,0,0,0,0,0,0,0
2004,20,65+ yr,0,0,0,0,0,0,0,0,0
2004,21,65+ yr,0,0,0,0,0,0,0,0,0
2004,22,65+ yr,0,0,0,0,0,0,0,0,0
2004,23,65+ yr,0,0,0,0,0,0,0,0,0
2004,24,65+ yr,0,0,0,0,0,0,0,0,0
2004,25,65+ yr,0,0,0,0,0,0,0,0,0
2004,26,65+ yr,0,0,0,0,0,0,0,0,0
2004,27,65+ yr,0,0,0,0,0,0,0,0,0
2004,28,65+ yr,0,0,0,0,0,0,0,0,0
2004,29,65+ yr,0,0,0,0,0,0,0,0,0
2004,30,65+ yr,0,0,0,0,0,0,0,0,0
2004,31,65+ yr,0,0,0,0,0,0,0,0,0
2004,32,65+ yr,0,0,0,0,0,0,0,0,0
2004,33,65+ yr,0,0,0,0,0,0,0,0,0
2004,34,65+ yr,0,0,0,0,0,0,0,0,0
2004,35,65+ yr,0,0,1,0,0,0,0,0,0
2004,36,65+ yr,0,0,0,0,0,0,0,0,0
2004,37,65+ yr,0,0,0,0,0,0,0,0,0
2004,38,65+ yr,0,0,1,0,0,0,0,0,0
2004,39,65+ yr,0,0,1,0,0,0,0,0,0
2002,40,0-4 yr,0,0,0,0,0,0,0,0,0
2002,41,0-4 yr,0,0,0,0,0,0,0,0,0
2002,42,0-4 yr,0,0,0,0,0,0,0,0,0
2002,43,0-4 yr,0,0,0,0,0,0,0,0,0
2002,44,0-4 yr,0,0,0,0,0,0,0,0,0
2002,45,0-4 yr,0,0,0,0,0,0,0,0,0
2002,46,0-4 yr,0,0,0,0,0,0,0,0,0
2002,47,0-4 yr,0,0,0,0,0,0,0,0,0
2002,48,0-4 yr,0,0,0,0,0,0,0,0,0
2002,49,0-4 yr,0,0,0,0,0,0,0,3,0
2002,50,0-4 yr,0,0,1,0,0,0,0,0,0
2002,51,0-4 yr,2,0,1,0,0,0,0,7,0
2002,52,0-4 yr,4,0,1,0,0,0,0,7,0
2003,1,0-4 yr,4,0,1,0,1,0,0,5,0
2003,2,0-4 yr,4,0,2,0,0,0,0,14,0
2003,3,0-4 yr,14,0,5,0,1,0,0,17,0
2003,4,0-4 yr,16,0,1,0,0,0,0,13,0
2003,5,0-4 yr,21,0,9,0,1,0,0,16,0
2003,6,0-4 yr,40,0,17,0,2,0,0,27,0
2003,7,0-4 yr,49,0,29,0,9,0,0,32,0
2003,8,0-4 yr,52,0,40,0,5,0,0,25,0
2003,9,0-4 yr,59,0,25,0,9,0,0,25,0
2003,10,0-4 yr,45,0,12,0,5,0,0,12,0
2003,11,0-4 yr,34,0,15,0,3,0,0,11,0
2003,12,0-4 yr,38,0,22,0,10,0,0,16,0
2003,13,0-4 yr,21,0,10,0,2,0,0,9,0
2003,14,0-4 yr,11,0,1,0,0,0,0,3,0
2003,15,0-4 yr,5,0,3,0,1,0,0,0,0
2003,16,0-4 yr,1,0,3,0,1,0,0,0,0
2003,17,0-4 yr,1,0,5,0,1,0,0,3,0
2003,18,0-4 yr,2,0,2,0,1,0,0,2,0
2003,19,0-4 yr,0,0,1,0,0,0,0,1,0
2003,20,0-4 yr,2,0,1,0,1,0,0,1,0
2003,21,0-4 yr,0,0,1,0,0,0,0,0,0
2003,22,0-4 yr,0,0,0,0,0,0,0,0,0
2003,23,0-4 yr,1,0,0,0,0,0,0,0,0
2003,24,0-4 yr,0,0,0,0,0,0,0,1,0
2003,25,0-4 yr,0,0,0,0,0,0,0,1,0
2003,26,0-4 yr,0,0,0,0,0,0,0,0,0
2003,27,0-4 yr,0,0,0,0,0,0,0,0,0
2003,28,0-4 yr,0,0,0,0,0,0,0,0,0
2003,29,0-4 yr,0,0,1,0,0,0,0,0,0
2003,30,0-4 yr,0,0,0,0,0,0,0,0,0
2003,31,0-4 yr,0,0,0,0,0,0,0,0,0
2003,32,0-4 yr,0,0,0,0,0,0,0,0,0
2003,33,0-4 yr,0,0,0,0,0,0,0,0,0
2003,34,0-4 yr,0,0,0,0,0,0,0,0,0
2003,35,0-4 yr,0,0,0,0,0,0,0,0,0
2003,36,0-4 yr,0,0,0,0,0,0,0,0,0
2003,37,0-4 yr,0,0,1,0,0,0,0,0,0
2003,38,0-4 yr,0,0,0,0,0,0,0,0,0
2003,39,0-4 yr,0,0,0,0,0,0,0,0,0
2002,40,5-24 yr,0,0,0,0,0,0,0,0,0
2002,41,5-24 yr,1,0,0,0,0,0,0,0,0
2002,42,5-24 yr,0,0,0,0,0,0,0,0,0
2002,43,5-24 yr,2,0,0,0,0,0,0,0,0
2002,44,5-24 yr,0,0,0,0,0,0,0,0,0
2002,45,5-24 yr,0,0,1,0,0,0,0,2,0
2002,46,5-24 yr,0,0,0,0,0,0,0,0,0
2002,47,5-24 yr,1,0,0,0,2,0,0,13,0
2002,48,5-24 yr,1,0,1,0,0,0,0,4,0
2002,49,5-24 yr,2,0,0,0,0,0,0,16,0
2002,50,5-24 yr,7,0,0,0,0,0,0,31,0
2002,51,5-24 yr,8,0,1,0,0,0,0,69,0
2002,52,5-24 yr,5,0,3,0,0,0,0,43,0
2003,1,5-24 yr,7,0,1,0,1,0,0,28,0
2003,2,5-24 yr,23,0,5,0,6,0,0,61,0
2003,3,5-24 yr,32,0,4,0,5,0,0,109,0
2003,4,5-24 yr,47,0,4,0,3,0,0,137,0
2003,5,5-24 yr,110,0,18,0,11,0,0,190,0
2003,6,5-24 yr,164,0,21,0,17,0,0,280,0
2003,7,5-24 yr,134,0,38,0,20,0,0,226,0
2003,8,5-24 yr,137,0,42,0,15,0,0,170,0
2003,9,5-24 yr,144,0,19,0,18,0,0,171,0
2003,10,5-24 yr,92,0,27,0,13,0,0,88,0
2003,11,5-24 yr,75,0,12,0,13,0,0,68,0
2003,12,5-24 yr,72,0,14,0,3,0,0,48,0
2003,13,5-24 yr,45,0,5,0,1,0,0,34,0
2003,14,5-24 yr,15,0,9,0,6,0,0,14,0
2003,15,5-24 yr,9,0,2,0,7,0,0,9,0
2003,16,5-24 yr,7,0,4,0,0,0,0,14,0
2003,17,5-24 yr,5,0,8,0,1,0,0,4,0
2003,18,5-24 yr,11,0,2,0,0,0,0,16,0
2003,19,5-24 yr,1,0,0,0,0,0,0,4,0
2003,20,5-24 yr,3,0,0,0,0,0,0,2,0
2003,21,5-24 yr,3,0,0,0,0,0,0,5,0
2003,22,5-24 yr,0,0,0,0,0,0,0,1,0
2003,23,5-24 yr,1,0,0,0,0,0,0,5,0
2003,24,5-24 yr,0,0,0,0,0,0,0,0,0
2003,25,5-24 yr,0,0,0,0,0,0,0,0,0
2003,26,5-24 yr,1,0,0,0,0,0,0,0,0
2003,27,5-24 yr,0,0,1,0,0,0,0,0,0
2003,28,5-24 yr,0,0,2,0,0,0,0,0,0
2003,29,5-24 yr,0,0,1,0,0,0,0,0,0
2003,30,5-24 yr,0,0,3,0,0,0,0,0,0
2003,31,5-24 yr,0,0,0,0,0,0,0,1,0
2003,32,5-24 yr,0,0,1,0,0,0,0,0,0
2003,33,5-24 yr,0,0,1,0,0,0,0,0,0
2003,34,5-24 yr,0,0,0,0,0,0,0,0,0
2003,35,5-24 yr,0,0,0,0,0,0,0,0,0
2003,36,5-24 yr,0,0,0,0,0,0,0,0,0
2003,37,5-24 yr,0,0,0,0,0,0,0,0,0
2003,38,5-24 yr,0,0,0,0,0,0,0,0,0
2003,39,5-24 yr,0,0,0,0,0,0,0,0,0
2002,40,25-64 yr,0,0,0,0,0,0,0,0,0
2002,41,25-64 yr,0,0,0,0,0,0,0,0,0
2002,42,25-64 yr,0,0,0,0,0,0,0,0,0
2002,43,25-64 yr,2,0,0,0,0,0,0,0,0
2002,44,25-64 yr,0,0,0,0,0,0,0,0,0
2002,45,25-64 yr,0,0,1,0,0,0,0,0,0
2002,46,25-64 yr,0,0,0,0,0,0,0,0,0
2002,47,25-64 yr,1,0,0,0,0,0,0,0,0
2002,48,25-64 yr,0,0,2,0,0,0,0,0,0
2002,49,25-64 yr,2,0,2,0,0,0,0,2,0
2002,50,25-64 yr,0,0,1,0,0,0,0,2,0
2002,51,25-64 yr,3,0,1,0,0,0,0,1,0
2002,52,25-64 yr,3,0,1,0,0,0,0,6,0
2003,1,25-64 yr,13,0,4,0,1,0,0,6,0
2003,2,25-64 yr,17,0,11,0,3,0,0,8,0
2003,3,25-64 yr,10,0,2,0,5,0,0,5,0
2003,4,25-64 yr,10,0,14,0,1,0,0,7,0
2003,5,25-64 yr,19,0,14,0,2,0,0,16,0
2003,6,25-64 yr,42,0,21,0,8,0,0,28,0
2003,7,25-64 yr,36,0,21,0,8,0,0,17,0
2003,8,25-64 yr,39,0,15,0,9,0,0,13,0
2003,9,25-64 yr,42,0,25,0,5,0,0,20,0
2003,10,25-64 yr,26,0,17,0,14,0,0,14,0
2003,11,25-64 yr,41,0,15,0,7,0,0,14,0
2003,12,25-64 yr,39,0,16,0,7,0,0,11,0
2003,13,25-64 yr,16,0,6,0,6,0,0,7,0
2003,14,25-64 yr,11,0,11,0,11,0,0,1,0
2003,15,25-64 yr,8,0,8,0,5,0,0,3,0
2003,16,25-64 yr,4,0,5,0,1,0,0,1,0
2003,17,25-64 yr,1,0,4,0,1,0,0,1,0
2003,18,25-64 yr,2,0,5,0,1,0,0,0,0
2003,19,25-64 yr,2,0,1,0,0,0,0,2,0
2003,20,25-64 yr,1,0,0,0,1,0,0,1,0
2003,21,25-64 yr,0,0,2,0,0,0,0,1,0
2003,22,25-64 yr,0,0,1,0,0,0,0,0,0
2003,23,25-64 yr,1,0,0,0,0,0,0,1,0
2003,24,25-64 yr,0,0,2,0,0,0,0,2,0
2003,25,25-64 yr,0,0,1,0,0,0,0,0,0
2003,26,25-64 yr,0,0,1,0,0,0,0,0,0
2003,27,25-64 yr,0,0,0,0,0,0,0,0,0
2003,28,25-64 yr,0,0,0,0,0,0,0,0,0
2003,29,25-64 yr,0,0,2,0,0,0,0,0,0
2003,30,25-64 yr,0,0,1,0,0,0,0,0,0
2003,31,25-64 yr,0,0,7,0,0,0,0,0,0
2003,32,25-64 yr,0,0,0,0,0,0,0,0,0
2003,33,25-64 yr,0,0,1,0,0,0,0,0,0
2003,34,25-64 yr,0,0,0,0,0,0,0,0,0
2003,35,25-64 yr,0,0,0,0,0,0,0,0,0
2003,36,25-64 yr,0,0,0,0,0,0,0,0,0
2003,37,25-64 yr,0,0,0,0,0,0,0,0,0
2003,38,25-64 yr,0,0,0,0,0,0,0,0,0
2003,39,25-64 yr,0,0,0,0,0,0,0,0,0
2002,40,65+ yr,0,0,0,0,0,0,0,0,0
2002,41,65+ yr,0,0,0,0,0,0,0,0,0
2002,42,65+ yr,0,0,0,0,0,0,0,0,0
2002,43,65+ yr,0,0,0,0,0,0,0,0,0
2002,44,65+ yr,0,0,0,0,0,0,0,0,0
2002,45,65+ yr,0,0,0,0,0,0,0,0,0
2002,46,65+ yr,0,0,0,0,0,0,0,0,0
2002,47,65+ yr,0,0,0,0,0,0,0,0,0
2002,48,65+ yr,0,0,0,0,0,0,0,0,0
2002,49,65+ yr,0,0,1,0,0,0,0,0,0
2002,50,65+ yr,0,0,0,0,0,0,0,0,0
2002,51,65+ yr,0,0,0,0,0,0,0,0,0
2002,52,65+ yr,0,0,1,0,0,0,0,0,0
2003,1,65+ yr,0,0,2,0,0,0,0,0,0
2003,2,65+ yr,0,0,1,0,0,0,0,1,0
2003,3,65+ yr,0,0,0,0,4,0,0,1,0
2003,4,65+ yr,0,0,4,0,0,0,0,1,0
2003,5,65+ yr,4,0,8,0,1,0,0,0,0
2003,6,65+ yr,4,0,4,0,1,0,0,1,0
2003,7,65+ yr,1,0,7,0,1,0,0,1,0
2003,8,65+ yr,3,0,10,0,7,0,0,0,0
2003,9,65+ yr,4,0,14,0,2,0,0,2,0
2003,10,65+ yr,3,0,15,0,6,0,0,1,0
2003,11,65+ yr,4,0,8,0,2,0,0,2,0
2003,12,65+ yr,2,0,9,0,1,0,0,1,0
2003,13,65+ yr,4,0,6,0,0,0,0,0,0
2003,14,65+ yr,0,0,3,0,2,0,0,0,0
2003,15,65+ yr,0,0,3,0,0,0,0,0,0
2003,16,65+ yr,1,0,6,0,0,0,0,0,0
2003,17,65+ yr,1,0,3,0,1,0,0,0,0
2003,18,65+ yr,0,0,4,0,0,0,0,0,0
2003,19,65+ yr,0,0,4,0,0,0,0,0,0
2003,20,65+ yr,0,0,2,0,0,0,0,0,0
2003,21,65+ yr,0,0,2,0,0,0,0,0,0
2003,22,65+ yr,0,0,1,0,0,0,0,0,0
2003,23,65+ yr,0,0,0,0,0,0,0,0,0
2003,24,65+ yr,0,0,0,0,0,0,0,0,0
2003,25,65+ yr,0,0,0,0,0,0,0,0,0
2003,26,65+ yr,0,0,0,0,0,0,0,0,0
2003,27,65+ yr,0,0,0,0,0,0,0,0,0
2003,28,65+ yr,0,0,0,0,0,0,0,0,0
2003,29,65+ yr,0,0,0,0,0,0,0,0,0
2003,30,65+ yr,0,0,0,0,0,0,0,0,0
2003,31,65+ yr,0,0,0,0,0,0,0,0,0
2003,32,65+ yr,0,0,0,0,0,0,0,0,0
2003,33,65+ yr,0,0,0,0,0,0,0,0,0
2003,34,65+ yr,0,0,0,0,0,0,0,0,0
2003,35,65+ yr,0,0,0,0,0,0,0,0,0
2003,36,65+ yr,0,0,0,0,0,0,0,0,0
2003,37,65+ yr,0,0,0,0,0,0,0,0,0
2003,38,65+ yr,0,0,1,0,0,0,0,0,0
2003,39,65+ yr,0,0,0,0,0,0,0,0,0
2001,40,0-4 yr,0,0,2,0,0,0,0,0,0
2001,41,0-4 yr,0,0,0,0,0,0,0,0,0
2001,42,0-4 yr,0,0,0,0,1,0,0,0,0
2001,43,0-4 yr,0,0,3,0,0,0,0,0,0
2001,44,0-4 yr,0,0,0,0,0,0,0,0,0
2001,45,0-4 yr,0,0,0,0,0,0,0,0,0
2001,46,0-4 yr,0,0,5,0,0,0,0,0,0
2001,47,0-4 yr,0,0,3,0,0,0,0,0,0
2001,48,0-4 yr,0,0,3,0,4,0,0,0,0
2001,49,0-4 yr,0,0,6,0,5,0,0,0,0
2001,50,0-4 yr,0,0,8,0,10,0,0,0,0
2001,51,0-4 yr,1,0,4,0,14,0,0,0,0
2001,52,0-4 yr,0,0,5,0,15,0,0,0,0
2002,1,0-4 yr,0,0,28,0,12,0,0,0,0
2002,2,0-4 yr,0,0,33,0,12,0,0,0,0
2002,3,0-4 yr,0,0,62,0,36,0,0,0,0
2002,4,0-4 yr,0,0,81,0,25,0,0,0,0
2002,5,0-4 yr,0,0,102,0,29,0,0,0,0
2002,6,0-4 yr,2,0,145,0,15,0,0,1,0
2002,7,0-4 yr,0,0,123,0,32,0,0,1,0
2002,8,0-4 yr,0,0,153,0,24,0,0,0,0
2002,9,0-4 yr,1,0,80,0,10,0,0,5,0
2002,10,0-4 yr,0,0,59,0,17,0,0,8,0
2002,11,0-4 yr,0,0,26,0,2,0,0,3,0
2002,12,0-4 yr,0,0,31,0,2,0,0,12,0
2002,13,0-4 yr,0,0,4,0,2,0,0,16,0
2002,14,0-4 yr,0,0,1,0,3,0,0,19,0
2002,15,0-4 yr,1,0,6,0,1,0,0,10,0
2002,16,0-4 yr,1,0,5,0,0,0,0,5,0
2002,17,0-4 yr,0,0,3,0,0,0,0,3,0
2002,18,0-4 yr,0,0,2,0,0,0,0,2,0
2002,19,0-4 yr,0,0,0,0,0,0,0,3,0
2002,20,0-4 yr,0,0,0,0,0,0,0,4,0
2002,21,0-4 yr,0,0,0,0,0,0,0,0,0
2002,22,0-4 yr,0,0,0,0,0,0,0,2,0
2002,23,0-4 yr,0,0,0,0,0,0,0,2,0
2002,24,0-4 yr,0,0,0,0,0,0,0,1,0
2002,25,0-4 yr,0,0,0,0,0,0,0,0,0
2002,26,0-4 yr,0,0,0,0,0,0,0,1,0
2002,27,0-4 yr,0,0,0,0,0,0,0,0,0
2002,28,0-4 yr,0,0,0,0,0,0,0,0,0
2002,29,0-4 yr,0,0,0,0,0,0,0,0,0
2002,30,0-4 yr,0,0,0,0,0,0,0,0,0
2002,31,0-4 yr,0,0,0,0,0,0,0,0,0
2002,32,0-4 yr,0,0,0,0,0,0,0,0,0
2002,33,0-4 yr,0,0,0,0,0,0,0,0,0
2002,34,0-4 yr,0,0,0,0,0,0,0,0,0
2002,35,0-4 yr,0,0,0,0,0,0,0,0,0
2002,36,0-4 yr,0,0,0,0,0,0,0,0,0
2002,37,0-4 yr,0,0,0,0,0,0,0,0,0
2002,38,0-4 yr,0,0,0,0,0,0,0,0,0
2002,39,0-4 yr,0,0,0,0,0,0,0,0,0
2001,40,5-24 yr,0,0,0,0,0,0,0,1,0
2001,41,5-24 yr,0,0,0,0,1,0,0,0,0
2001,42,5-24 yr,0,0,0,0,0,0,0,0,0
2001,43,5-24 yr,0,0,0,0,0,0,0,0,0
2001,44,5-24 yr,0,0,1,0,0,0,0,0,0
2001,45,5-24 yr,0,0,1,0,0,0,0,0,0
2001,46,5-24 yr,0,0,5,0,1,0,0,0,0
2001,47,5-24 yr,0,0,2,0,0,0,0,2,0
2001,48,5-24 yr,0,0,5,0,8,0,0,0,0
2001,49,5-24 yr,0,0,2,0,14,0,0,1,0
2001,50,5-24 yr,2,0,7,0,13,0,0,1,0
2001,51,5-24 yr,0,0,12,0,32,0,0,2,0
2001,52,5-24 yr,0,0,8,0,29,0,0,0,0
2002,1,5-24 yr,0,0,25,0,14,0,0,0,0
2002,2,5-24 yr,0,0,37,0,18,0,0,3,0
2002,3,5-24 yr,0,0,100,0,57,0,0,3,0
2002,4,5-24 yr,1,0,148,0,44,0,0,1,0
2002,5,5-24 yr,0,0,155,0,46,0,0,4,0
2002,6,5-24 yr,1,0,191,0,27,0,0,2,0
2002,7,5-24 yr,3,0,202,0,26,0,0,3,0
2002,8,5-24 yr,1,0,142,0,17,0,0,14,0
2002,9,5-24 yr,1,0,93,0,8,0,0,14,0
2002,10,5-24 yr,5,0,57,0,16,0,0,35,0
2002,11,5-24 yr,4,0,45,0,7,0,0,46,0
2002,12,5-24 yr,1,0,21,0,3,0,0,47,0
2002,13,5-24 yr,1,0,5,0,2,0,0,78,0
2002,14,5-24 yr,1,0,6,0,5,0,0,59,0
2002,15,5-24 yr,0,0,4,0,3,0,0,59,0
2002,16,5-24 yr,4,0,1,0,0,0,0,66,0
2002,17,5-24 yr,1,0,0,0,0,0,0,20,0
2002,18,5-24 yr,1,0,2,0,2,0,0,50,0
2002,19,5-24 yr,0,0,0,0,1,0,0,27,0
2002,20,5-24 yr,0,0,0,0,0,0,0,25,0
2002,21,5-24 yr,0,0,0,0,0,0,0,15,0
2002,22,5-24 yr,0,0,0,0,0,0,0,10,0
2002,23,5-24 yr,0,0,0,0,0,0,0,12,0
2002,24,5-24 yr,0,0,0,0,0,0,0,3,0
2002,25,5-24 yr,0,0,0,0,0,0,0,1,0
2002,26,5-24 yr,0,0,0,0,0,0,0,3,0
2002,27,5-24 yr,0,0,0,0,0,0,0,1,0
2002,28,5-24 yr,0,0,0,0,0,0,0,1,0
2002,29,5-24 yr,0,0,0,0,0,0,0,0,0
2002,30,5-24 yr,0,0,0,0,0,0,0,0,0
2002,31,5-24 yr,0,0,0,0,0,0,0,0,0
2002,32,5-24 yr,0,0,0,0,0,0,0,0,0
2002,33,5-24 yr,0,0,0,0,0,0,0,0,0
2002,34,5-24 yr,0,0,0,0,0,0,0,0,0
2002,35,5-24 yr,0,0,0,0,0,0,0,0,0
2002,36,5-24 yr,0,0,0,0,0,0,0,0,0
2002,37,5-24 yr,0,0,0,0,0,0,0,0,0
2002,38,5-24 yr,0,0,1,0,0,0,0,1,0
2002,39,5-24 yr,0,0,0,0,0,0,0,0,0
2001,40,25-64 yr,0,0,0,0,0,0,0,0,0
2001,41,25-64 yr,0,0,0,0,0,0,0,0,0
2001,42,25-64 yr,0,0,0,0,0,0,0,0,0
2001,43,25-64 yr,0,0,1,0,0,0,0,0,0
2001,44,25-64 yr,1,0,1,0,0,0,0,0,0
2001,45,25-64 yr,0,0,1,0,0,0,0,0,0
2001,46,25-64 yr,0,0,2,0,0,0,0,0,0
2001,47,25-64 yr,0,0,2,0,0,0,0,1,0
2001,48,25-64 yr,0,0,7,0,3,0,0,1,0
2001,49,25-64 yr,0,0,2,0,11,0,0,0,0
2001,50,25-64 yr,0,0,11,0,16,0,0,0,0
2001,51,25-64 yr,1,0,11,0,18,0,0,0,0
2001,52,25-64 yr,0,0,19,0,32,0,0,0,0
2002,1,25-64 yr,0,0,33,0,7,0,0,1,0
2002,2,25-64 yr,0,0,41,0,25,0,0,1,0
2002,3,25-64 yr,1,0,68,0,47,0,0,1,0
2002,4,25-64 yr,0,0,105,0,32,0,0,0,0
2002,5,25-64 yr,0,0,105,0,53,0,0,3,0
2002,6,25-64 yr,2,0,161,0,21,0,0,1,0
2002,7,25-64 yr,1,0,166,0,31,0,0,3,0
2002,8,25-64 yr,3,0,120,0,21,0,0,3,0
2002,9,25-64 yr,1,0,99,0,20,0,0,2,0
2002,10,25-64 yr,0,0,63,0,23,0,0,4,0
2002,11,25-64 yr,1,0,33,0,8,0,0,9,0
2002,12,25-64 yr,1,0,17,0,6,0,0,12,0
2002,13,25-64 yr,0,0,14,0,3,0,0,9,0
2002,14,25-64 yr,0,0,4,0,2,0,0,12,0
2002,15,25-64 yr,1,0,3,0,1,0,0,7,0
2002,16,25-64 yr,0,0,4,0,1,0,0,11,0
2002,17,25-64 yr,0,0,0,0,0,0,0,4,0
2002,18,25-64 yr,0,0,0,0,0,0,0,4,0
2002,19,25-64 yr,0,0,0,0,1,0,0,6,0
2002,20,25-64 yr,0,0,0,0,1,0,0,1,0
2002,21,25-64 yr,0,0,0,0,0,0,0,0,0
2002,22,25-64 yr,0,0,0,0,1,0,0,0,0
2002,23,25-64 yr,0,0,0,0,1,0,0,1,0
2002,24,25-64 yr,0,0,0,0,0,0,0,0,0
2002,25,25-64 yr,0,0,0,0,0,0,0,0,0
2002,26,25-64 yr,0,0,0,0,0,0,0,0,0
2002,27,25-64 yr,0,0,0,0,0,0,0,0,0
2002,28,25-64 yr,0,0,0,0,0,0,0,0,0
2002,29,25-64 yr,0,0,0,0,0,0,0,0,0
2002,30,25-64 yr,0,0,0,0,0,0,0,0,0
2002,31,25-64 yr,0,0,0,0,0,0,0,0,0
2002,32,25-64 yr,0,0,0,0,0,0,0,0,0
2002,33,25-64 yr,0,0,0,0,0,0,0,0,0
2002,34,25-64 yr,0,0,0,0,0,0,0,0,0
2002,35,25-64 yr,0,0,0,0,0,0,0,0,0
2002,36,25-64 yr,0,0,0,0,0,0,0,0,0
2002,37,25-64 yr,0,0,0,0,0,0,0,0,0
2002,38,25-64 yr,0,0,0,0,0,0,0,0,0
2002,39,25-64 yr,0,0,0,0,0,0,0,0,0
2001,40,65+ yr,0,0,2,0,0,0,0,0,0
2001,41,65+ yr,0,0,2,0,0,0,0,0,0
2001,42,65+ yr,0,0,0,0,0,0,0,0,0
2001,43,65+ yr,0,0,1,0,0,0,0,0,0
2001,44,65+ yr,0,0,2,0,0,0,0,0,0
2001,45,65+ yr,0,0,0,0,0,0,0,0,0
2001,46,65+ yr,0,0,1,0,0,0,0,0,0
2001,47,65+ yr,0,0,0,0,0,0,0,0,0
2001,48,65+ yr,0,0,1,0,0,0,0,0,0
2001,49,65+ yr,0,0,1,0,3,0,0,0,0
2001,50,65+ yr,0,0,3,0,3,0,0,0,0
2001,51,65+ yr,0,0,3,0,1,0,0,0,0
2001,52,65+ yr,0,0,3,0,4,0,0,0,0
2002,1,65+ yr,0,0,10,0,4,0,0,0,0
2002,2,65+ yr,0,0,17,0,12,0,0,0,0
2002,3,65+ yr,0,0,7,0,18,0,0,0,0
2002,4,65+ yr,0,0,18,0,11,0,0,0,0
2002,5,65+ yr,0,0,35,0,22,0,0,0,0
2002,6,65+ yr,0,0,50,0,18,0,0,0,0
2002,7,65+ yr,0,0,59,0,14,0,0,0,0
2002,8,65+ yr,0,0,59,0,34,0,0,0,0
2002,9,65+ yr,0,0,52,0,9,0,0,0,0
2002,10,65+ yr,0,0,32,0,8,0,0,1,0
2002,11,65+ yr,0,0,29,0,15,0,0,0,0
2002,12,65+ yr,0,0,18,0,0,0,0,0,0
2002,13,65+ yr,0,0,7,0,2,0,0,6,0
2002,14,65+ yr,1,0,3,0,0,0,0,2,0
2002,15,65+ yr,0,0,0,0,3,0,0,1,0
2002,16,65+ yr,0,0,3,0,0,0,0,1,0
2002,17,65+ yr,0,0,0,0,0,0,0,0,0
2002,18,65+ yr,0,0,5,0,1,0,0,0,0
2002,19,65+ yr,0,0,0,0,1,0,0,1,0
2002,20,65+ yr,0,0,0,0,0,0,0,0,0
2002,21,65+ yr,0,0,0,0,0,0,0,0,0
2002,22,65+ yr,0,0,0,0,0,0,0,0,0
2002,23,65+ yr,0,0,0,0,0,0,0,0,0
2002,24,65+ yr,0,0,0,0,0,0,0,0,0
2002,25,65+ yr,0,0,0,0,0,0,0,0,0
2002,26,65+ yr,0,0,0,0,0,0,0,0,0
2002,27,65+ yr,0,0,0,0,0,0,0,0,0
2002,28,65+ yr,0,0,0,0,0,0,0,0,0
2002,29,65+ yr,0,0,0,0,0,0,0,0,0
2002,30,65+ yr,0,0,0,0,0,0,0,0,0
2002,31,65+ yr,0,0,0,0,0,0,0,0,0
2002,32,65+ yr,0,0,0,0,0,0,0,0,0
2002,33,65+ yr,0,0,0,0,0,0,0,0,0
2002,34,65+ yr,0,0,0,0,0,0,0,0,0
2002,35,65+ yr,0,0,0,0,0,0,0,0,0
2002,36,65+ yr,0,0,0,0,0,0,0,0,0
2002,37,65+ yr,0,0,0,0,0,0,0,0,0
2002,38,65+ yr,0,0,0,0,0,0,0,0,0
2002,39,65+ yr,0,0,0,0,0,0,0,0,0
2000,40,0-4 yr,0,0,0,0,0,0,0,0,0
2000,41,0-4 yr,0,0,0,0,0,0,0,0,0
2000,42,0-4 yr,0,0,0,0,0,0,0,0,0
2000,43,0-4 yr,0,0,0,0,0,0,0,1,0
2000,44,0-4 yr,0,0,0,0,0,0,0,0,0
2000,45,0-4 yr,3,0,0,0,0,0,0,0,0
2000,46,0-4 yr,2,0,1,0,0,0,0,0,0
2000,47,0-4 yr,3,0,1,0,0,0,0,1,0
2000,48,0-4 yr,3,0,0,0,0,0,0,0,0
2000,49,0-4 yr,5,0,0,0,0,0,0,0,0
2000,50,0-4 yr,5,0,0,0,0,0,0,0,0
