"Influenza Hospitalization Rates (per 100,000 population) for the FluSurv-NET Network (downloaded on "Jul-27-2019)
Influenza Division - Centers for Disease Control and Prevention.
CATCHMENT,NETWORK,SEASON,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE 
Rhode Island,IHSP,2010-11,2010,41,18-49 yr,0,0
Rhode Island,IHSP,2010-11,2010,42,18-49 yr,0,0
Rhode Island,IHSP,2010-11,2010,43,18-49 yr,0.3,0.3
Rhode Island,IHSP,2010-11,2010,44,18-49 yr,0.3,0
Rhode Island,IHSP,2010-11,2010,45,18-49 yr,0.3,0
Rhode Island,IHSP,2010-11,2010,46,18-49 yr,0.3,0
Rhode Island,IHSP,2010-11,2010,47,18-49 yr,0.3,0
Rhode Island,IHSP,2010-11,2010,48,18-49 yr,0.7,0.3
Rhode Island,IHSP,2010-11,2010,49,18-49 yr,0.7,0
Rhode Island,IHSP,2010-11,2010,50,18-49 yr,1.4,0.7
Rhode Island,IHSP,2010-11,2010,51,18-49 yr,2.1,0.7
Rhode Island,IHSP,2010-11,2010,52,18-49 yr,3.5,1.4
Rhode Island,IHSP,2010-11,2011,1,18-49 yr,4.5,1
Rhode Island,IHSP,2010-11,2011,2,18-49 yr,6.2,1.7
Rhode Island,IHSP,2010-11,2011,3,18-49 yr,8.3,2.1
Rhode Island,IHSP,2010-11,2011,4,18-49 yr,8.6,0.3
Rhode Island,IHSP,2010-11,2011,5,18-49 yr,11,2.4
Rhode Island,IHSP,2010-11,2011,6,18-49 yr,13.1,2.1
Rhode Island,IHSP,2010-11,2011,7,18-49 yr,15.5,2.4
Rhode Island,IHSP,2010-11,2011,8,18-49 yr,17.6,2.1
Rhode Island,IHSP,2010-11,2011,9,18-49 yr,19.7,2.1
Rhode Island,IHSP,2010-11,2011,10,18-49 yr,22.1,2.4
Rhode Island,IHSP,2010-11,2011,11,18-49 yr,22.4,0.3
Rhode Island,IHSP,2010-11,2011,12,18-49 yr,23.5,1
Rhode Island,IHSP,2010-11,2011,13,18-49 yr,23.5,0
Rhode Island,IHSP,2010-11,2011,14,18-49 yr,24.2,0.7
Rhode Island,IHSP,2010-11,2011,15,18-49 yr,24.2,0
Rhode Island,IHSP,2010-11,2011,16,18-49 yr,24.2,0
Rhode Island,IHSP,2010-11,2011,17,18-49 yr,24.5,0.3
Rhode Island,IHSP,2010-11,2010,40,50-64 yr,0,0
Rhode Island,IHSP,2010-11,2010,41,50-64 yr,0,0
Rhode Island,IHSP,2010-11,2010,42,50-64 yr,0,0
Rhode Island,IHSP,2010-11,2010,43,50-64 yr,0,0
Rhode Island,IHSP,2010-11,2010,44,50-64 yr,0,0
Rhode Island,IHSP,2010-11,2010,45,50-64 yr,0,0
Rhode Island,IHSP,2010-11,2010,46,50-64 yr,0,0
Rhode Island,IHSP,2010-11,2010,47,50-64 yr,0,0
Rhode Island,IHSP,2010-11,2010,48,50-64 yr,0,0
Rhode Island,IHSP,2010-11,2010,49,50-64 yr,0,0
Rhode Island,IHSP,2010-11,2010,50,50-64 yr,1.7,1.7
Rhode Island,IHSP,2010-11,2010,51,50-64 yr,3.5,1.7
Rhode Island,IHSP,2010-11,2010,52,50-64 yr,3.5,0
Rhode Island,IHSP,2010-11,2011,1,50-64 yr,5.2,1.7
Rhode Island,IHSP,2010-11,2011,2,50-64 yr,6.9,1.7
Rhode Island,IHSP,2010-11,2011,3,50-64 yr,7.8,0.9
Rhode Island,IHSP,2010-11,2011,4,50-64 yr,12.1,4.3
Rhode Island,IHSP,2010-11,2011,5,50-64 yr,15.5,3.5
Rhode Island,IHSP,2010-11,2011,6,50-64 yr,23.3,7.8
Rhode Island,IHSP,2010-11,2011,7,50-64 yr,26.8,3.5
Rhode Island,IHSP,2010-11,2011,8,50-64 yr,31.9,5.2
Rhode Island,IHSP,2010-11,2011,9,50-64 yr,37.1,5.2
Rhode Island,IHSP,2010-11,2011,10,50-64 yr,39.7,2.6
Rhode Island,IHSP,2010-11,2011,11,50-64 yr,43.2,3.5
Rhode Island,IHSP,2010-11,2011,12,50-64 yr,44,0.9
Rhode Island,IHSP,2010-11,2011,13,50-64 yr,44.9,0.9
Rhode Island,IHSP,2010-11,2011,14,50-64 yr,46.6,1.7
Rhode Island,IHSP,2010-11,2011,15,50-64 yr,47.5,0.9
Rhode Island,IHSP,2010-11,2011,16,50-64 yr,47.5,0
